districtid,weekid,cases
378,10,13
378,11,40
378,12,131
378,13,188
378,14,240
378,15,146
378,16,223
378,17,379
378,18,597
378,19,1246
378,20,1813
378,21,2659
378,22,1980
378,23,2192
378,24,2074
378,25,2420
379,1,0
379,2,0
379,3,0
379,4,0
379,5,0
379,6,0
379,7,0
379,8,9
379,9,12
379,10,12
379,11,19
379,12,19
379,13,33
379,14,42
379,15,142
379,16,248
379,17,651
379,18,984
379,19,1206
379,20,1498
379,21,1331
379,22,1137
379,23,997
379,24,980
379,25,763
380,1,0
380,2,0
380,3,0
380,4,0
380,5,0
380,6,0
380,7,10
380,8,11
380,9,8
380,10,3
380,11,1
380,12,4
380,13,2
380,14,20
380,15,23
380,16,24
380,17,17
380,18,23
380,19,45
380,20,97
380,21,122
380,22,178
380,23,231
380,24,340
380,25,312
381,1,0
381,2,0
381,3,0
381,4,0
381,5,0
381,6,0
381,7,0
381,8,0
381,9,2
381,10,0
381,11,0
381,12,0
381,13,1
381,14,7
381,15,29
381,16,6
381,17,41
381,18,34
381,19,30
381,20,38
381,21,109
381,22,182
381,23,163
381,24,217
381,25,120
382,1,0
382,2,0
382,3,0
382,4,0
382,5,0
382,6,0
382,7,0
382,8,2
382,9,4
382,10,1
382,11,6
382,12,13
382,13,10
382,14,21
382,15,31
382,16,17
382,17,23
382,18,35
382,19,112
382,20,73
382,21,32
382,22,78
382,23,57
382,24,61
382,25,53
383,1,0
383,2,0
383,3,0
383,4,0
383,5,0
383,6,0
383,7,3
383,8,1
383,9,0
383,10,5
383,11,22
383,12,17
383,13,268
383,14,302
383,15,78
383,16,13
383,17,7
383,18,12
383,19,28
383,20,65
383,21,35
383,22,120
383,23,120
383,24,127
383,25,83
384,1,0
384,2,0
384,3,0
384,4,0
384,5,0
384,6,0
384,7,0
384,8,8
384,9,3
384,10,7
384,11,26
384,12,41
384,13,37
384,14,86
384,15,59
384,16,117
384,17,104
384,18,114
384,19,196
384,20,281
384,21,124
384,22,330
384,23,498
384,24,576
384,25,1100
385,1,0
385,2,0
385,3,0
385,4,0
385,5,0
385,6,0
385,7,1
385,8,4
385,9,10
385,10,24
385,11,1
385,12,6
385,13,6
385,14,17
385,15,26
385,16,20
385,17,40
385,18,48
385,19,108
385,20,180
385,21,206
385,22,244
385,23,268
385,24,234
385,25,318
386,1,0
386,2,0
386,3,0
386,4,0
386,5,0
386,6,0
386,7,4
386,8,0
386,9,15
386,10,16
386,11,57
386,12,59
386,13,36
386,14,34
386,15,38
386,16,54
386,17,97
386,18,262
386,19,484
386,20,465
386,21,792
386,22,626
386,23,676
386,24,989
386,25,1010
387,1,0
387,2,0
387,3,0
387,4,0
387,5,0
387,6,0
387,7,0
387,8,0
387,9,4
387,10,6
387,11,3
387,12,8
387,13,7
387,14,10
387,15,2
387,16,53
387,17,73
387,18,71
387,19,103
387,20,89
387,21,81
387,22,78
387,23,89
387,24,138
387,25,166
388,1,0
388,2,0
388,3,0
388,4,0
388,5,0
388,6,0
388,7,0
388,8,1
388,9,29
388,10,10
388,11,30
388,12,34
388,13,50
388,14,34
388,15,22
388,16,31
388,17,50
388,18,60
388,19,108
388,20,70
388,21,59
388,22,66
388,23,63
388,24,123
388,25,198
389,1,0
389,2,0
389,3,0
389,4,0
389,5,0
389,6,0
389,7,4
389,8,7
389,9,6
389,10,68
389,11,49
389,12,33
389,13,42
389,14,48
389,15,34
389,16,64
389,17,55
389,18,158
389,19,255
389,20,353
389,21,1181
389,22,1163
389,23,571
389,24,431
389,25,291
390,1,0
390,2,0
390,3,0
390,4,0
390,5,0
390,6,0
390,7,1
390,8,-1
390,9,0
390,10,0
390,11,1
390,12,2
390,13,1
390,14,10
390,15,1
390,16,4
390,17,11
390,18,17
390,19,32
390,20,79
390,21,63
390,22,90
390,23,57
390,24,98
390,25,64
391,1,0
391,2,0
391,3,0
391,4,0
391,5,0
391,6,0
391,7,0
391,8,0
391,9,6
391,10,36
391,11,4
391,12,1
391,13,4
391,14,10
391,15,10
391,16,39
391,17,52
391,18,112
391,19,20
391,20,44
391,21,102
391,22,106
391,23,170
391,24,152
391,25,170
392,1,0
392,2,0
392,3,0
392,4,0
392,5,0
392,6,0
392,7,0
392,8,6
392,9,18
392,10,14
392,11,31
392,12,92
392,13,12
392,14,23
392,15,37
392,16,29
392,17,32
392,18,45
392,19,66
392,20,85
392,21,157
392,22,152
392,23,312
392,24,469
392,25,541
393,1,0
393,2,0
393,3,0
393,4,0
393,5,0
393,6,0
393,7,1
393,8,1
393,9,2
393,10,7
393,11,11
393,12,10
393,13,27
393,14,39
393,15,9
393,16,50
393,17,135
393,18,97
393,19,118
393,20,281
393,21,223
393,22,160
393,23,227
393,24,367
393,25,537
394,1,0
394,2,0
394,3,0
394,4,0
394,5,0
394,6,0
394,7,0
394,8,5
394,9,38
394,10,74
394,11,37
394,12,120
394,13,17
394,14,5
394,15,2
394,16,23
394,17,90
394,18,251
394,19,185
394,20,363
394,21,340
394,22,362
394,23,218
394,24,88
394,25,134
395,1,0
395,2,0
395,3,0
395,4,0
395,5,0
395,6,0
395,7,11
395,8,9
395,9,40
395,10,120
395,11,24
395,12,20
395,13,19
395,14,5
395,15,17
395,16,26
395,17,66
395,18,111
395,19,57
395,20,83
395,21,54
395,22,56
395,23,68
395,24,83
395,25,101
396,1,0
396,2,0
396,3,0
396,4,0
396,5,0
396,6,0
396,7,16
396,8,4
396,9,18
396,10,16
396,11,22
396,12,47
396,13,36
396,14,20
396,15,42
396,16,27
396,17,47
396,18,118
396,19,143
396,20,146
396,21,137
396,22,162
396,23,203
396,24,243
396,25,297
397,1,0
397,2,0
397,3,0
397,4,0
397,5,0
397,6,0
397,7,3
397,8,20
397,9,11
397,10,19
397,11,17
397,12,20
397,13,18
397,14,14
397,15,11
397,16,57
397,17,97
397,18,130
397,19,85
397,20,97
397,21,107
397,22,93
397,23,65
397,24,80
397,25,70
398,1,0
398,2,0
398,3,0
398,4,0
398,5,0
398,6,0
398,7,1
398,8,3
398,9,6
398,10,18
398,11,57
398,12,95
398,13,108
398,14,105
398,15,332
398,16,173
398,17,287
398,18,634
398,19,985
398,20,1635
398,21,1618
398,22,2059
398,23,3126
398,24,4174
398,25,5156
399,1,0
399,2,0
399,3,0
399,4,0
399,5,0
399,6,0
399,7,0
399,8,0
399,9,1
399,10,1
399,11,12
399,12,12
399,13,4
399,14,5
399,15,26
399,16,19
399,17,123
399,18,44
399,19,64
399,20,120
399,21,67
399,22,121
399,23,114
399,24,113
399,25,279
400,1,0
400,2,0
400,3,0
400,4,0
400,5,0
400,6,0
400,7,0
400,8,0
400,9,0
400,10,0
400,11,5
400,12,4
400,13,7
400,14,6
400,15,6
400,16,3
400,17,2
400,18,10
400,19,3
400,20,68
400,21,218
400,22,99
400,23,90
400,24,174
400,25,192
401,1,0
401,2,0
401,3,0
401,4,0
401,5,0
401,6,0
401,7,0
401,8,0
401,9,0
401,10,0
401,11,0
401,12,2
401,13,0
401,14,1
401,15,4
401,16,27
401,17,1
401,18,4
401,19,2
401,20,4
401,21,1
401,22,13
401,23,14
401,24,8
401,25,22
402,1,0
402,2,0
402,3,0
402,4,0
402,5,0
402,6,0
402,7,0
402,8,0
402,9,0
402,10,0
402,11,0
402,12,4
402,13,0
402,14,0
402,15,0
402,16,0
402,17,0
402,18,0
402,19,0
402,20,0
402,21,0
402,22,0
402,23,1
402,24,0
402,25,10
403,1,0
403,2,0
403,3,0
403,4,0
403,5,0
403,6,0
403,7,0
403,8,1
403,9,11
403,10,2
403,11,30
403,12,49
403,13,29
403,14,10
403,15,25
403,16,37
403,17,35
403,18,84
403,19,111
403,20,361
403,21,204
403,22,375
403,23,304
403,24,373
403,25,282
404,1,0
404,2,0
404,3,0
404,4,0
404,5,0
404,6,0
404,7,0
404,8,0
404,9,0
404,10,6
404,11,0
404,12,10
404,13,5
404,14,2
404,15,3
404,16,2
404,17,16
404,18,23
404,19,38
404,20,39
404,21,18
404,22,18
404,23,10
404,24,25
404,25,119
405,1,0
405,2,0
405,3,0
405,4,0
405,5,0
405,6,0
405,7,0
405,8,0
405,9,0
405,10,1
405,11,1
405,12,0
405,13,0
405,14,0
405,15,36
405,16,37
405,17,65
405,18,118
405,19,63
405,20,129
405,21,199
405,22,284
405,23,232
405,24,183
405,25,315
406,1,0
406,2,0
406,3,0
406,4,0
406,5,0
406,6,0
406,7,0
406,8,2
406,9,3
406,10,20
406,11,15
406,12,19
406,13,68
406,14,29
406,15,16
406,16,21
406,17,68
406,18,86
406,19,63
406,20,190
406,21,94
406,22,158
406,23,85
406,24,301
406,25,493
407,1,0
407,2,0
407,3,0
407,4,0
407,5,0
407,6,0
407,7,0
407,8,0
407,9,0
407,10,0
407,11,12
407,12,-7
407,13,7
407,14,-1
407,15,32
407,16,8
407,17,30
407,18,34
407,19,119
407,20,189
407,21,81
407,22,309
407,23,136
407,24,160
407,25,138
408,1,0
408,2,0
408,3,0
408,4,0
408,5,0
408,6,0
408,7,0
408,8,0
408,9,6
408,10,8
408,11,8
408,12,8
408,13,11
408,14,15
408,15,48
408,16,57
408,17,100
408,18,200
408,19,401
408,20,502
408,21,438
408,22,502
408,23,556
408,24,460
408,25,590
409,1,0
409,2,0
409,3,0
409,4,0
409,5,0
409,6,0
409,7,0
409,8,0
409,9,0
409,10,0
409,11,0
409,12,0
409,13,11
409,14,0
409,15,0
409,16,0
409,17,1
409,18,0
409,19,2
409,20,-1
409,21,24
409,22,59
409,23,57
409,24,16
409,25,12
410,1,0
410,2,0
410,3,0
410,4,0
410,5,0
410,6,0
410,7,6
410,8,3
410,9,8
410,10,202
410,11,200
410,12,209
410,13,54
410,14,47
410,15,70
410,16,86
410,17,201
410,18,769
410,19,1459
410,20,2342
410,21,2775
410,22,4943
410,23,3625
410,24,3980
410,25,4259
411,1,0
411,2,0
411,3,0
411,4,0
411,5,0
411,6,0
411,7,0
411,8,727
411,9,354
411,10,348
411,11,440
411,12,631
411,13,830
411,14,1013
411,15,875
411,16,1462
411,17,2290
411,18,3528
411,19,4871
411,20,4800
411,21,4888
411,22,4515
411,23,3938
411,24,3591
411,25,3258
412,1,0
412,2,0
412,3,0
412,4,0
412,5,0
412,6,0
412,7,6
412,8,0
412,9,1
412,10,13
412,11,20
412,12,56
412,13,35
412,14,77
412,15,89
412,16,84
412,17,96
412,18,214
412,19,691
412,20,385
412,21,294
412,22,417
412,23,539
412,24,1031
412,25,871
413,1,0
413,2,0
413,3,0
413,4,0
413,5,0
413,6,0
413,7,0
413,8,0
413,9,0
413,10,0
413,11,0
413,12,0
413,13,1
413,14,2
413,15,0
413,16,0
413,17,2
413,18,12
413,19,48
413,20,37
413,21,46
413,22,56
413,23,38
413,24,91
413,25,102
414,1,0
414,2,0
414,3,0
414,4,0
414,5,0
414,6,0
414,7,0
414,8,0
414,9,0
414,10,3
414,11,1
414,12,1
414,13,8
414,14,15
414,15,53
414,16,27
414,17,79
414,18,245
414,19,234
414,20,519
414,21,1029
414,22,1075
414,23,1191
414,24,1533
414,25,1540
415,1,0
415,2,0
415,3,0
415,4,0
415,5,0
415,6,0
415,7,1
415,8,0
415,9,0
415,10,0
415,11,7
415,12,6
415,13,3
415,14,7
415,15,4
415,16,29
415,17,38
415,18,130
415,19,219
415,20,373
415,21,327
415,22,569
415,23,731
415,24,795
415,25,742
416,1,0
416,2,0
416,3,0
416,4,0
416,5,0
416,6,0
416,7,0
416,8,0
416,9,0
416,10,13
416,11,1
416,12,55
416,13,95
416,14,67
416,15,47
416,16,2
416,17,34
416,18,8
416,19,43
416,20,16
416,21,23
416,22,71
416,23,75
416,24,112
416,25,297
417,1,0
417,2,0
417,3,0
417,4,0
417,5,0
417,6,0
417,7,0
417,8,0
417,9,1
417,10,4
417,11,24
417,12,9
417,13,9
417,14,7
417,15,2
417,16,5
417,17,12
417,18,12
417,19,11
417,20,26
417,21,22
417,22,28
417,23,117
417,24,75
417,25,178
418,1,0
418,2,0
418,3,0
418,4,0
418,5,0
418,6,0
418,7,49
418,8,26
418,9,86
418,10,54
418,11,79
418,12,54
418,13,38
418,14,11
418,15,75
418,16,98
418,17,49
418,18,209
418,19,277
418,20,550
418,21,747
418,22,968
418,23,544
418,24,862
418,25,1217
419,1,0
419,2,0
419,3,0
419,4,0
419,5,0
419,6,0
419,7,6
419,8,0
419,9,2
419,10,9
419,11,13
419,12,22
419,13,23
419,14,50
419,15,73
419,16,41
419,17,63
419,18,140
419,19,363
419,20,425
419,21,271
419,22,472
419,23,849
419,24,872
419,25,973
420,1,0
420,2,0
420,3,0
420,4,0
420,5,0
420,6,0
420,7,0
420,8,0
420,9,7
420,10,14
420,11,19
420,12,32
420,13,53
420,14,47
420,15,46
420,16,55
420,17,102
420,18,233
420,19,447
420,20,480
420,21,715
420,22,734
420,23,909
420,24,1239
420,25,1322
421,1,0
421,2,0
421,3,0
421,4,0
421,5,0
421,6,0
421,7,0
421,8,0
421,9,0
421,10,0
421,11,0
421,12,0
421,13,0
421,14,0
421,15,0
421,16,0
421,17,0
421,18,0
421,19,0
421,20,0
421,21,0
421,22,0
421,23,0
421,24,2
421,25,2
422,1,0
422,2,0
422,3,0
422,4,0
422,5,0
422,6,0
422,7,81
422,8,80
422,9,29
422,10,29
422,11,60
422,12,70
422,13,139
422,14,317
422,15,270
422,16,429
422,17,617
422,18,853
422,19,2097
422,20,1952
422,21,2653
422,22,2228
422,23,1652
422,24,2009
422,25,2283
423,1,0
423,2,0
423,3,0
423,4,0
423,5,0
423,6,0
423,7,0
423,8,10
423,9,10
423,10,2
423,11,5
423,12,10
423,13,1
423,14,25
423,15,52
423,16,60
423,17,66
423,18,138
423,19,285
423,20,378
423,21,319
423,22,250
423,23,179
423,24,256
423,25,432
424,1,0
424,2,0
424,3,0
424,4,0
424,5,0
424,6,0
424,7,5
424,8,10
424,9,98
424,10,79
424,11,80
424,12,89
424,13,250
424,14,58
424,15,84
424,16,95
424,17,132
424,18,154
424,19,303
424,20,65
424,21,86
424,22,104
424,23,114
424,24,95
424,25,79
425,1,0
425,2,0
425,3,0
425,4,0
425,5,0
425,6,0
425,7,0
425,8,0
425,9,0
425,10,1
425,11,0
425,12,3
425,13,0
425,14,1
425,15,0
425,16,0
425,17,3
425,18,12
425,19,4
425,20,13
425,21,59
425,22,112
425,23,45
425,24,18
425,25,20
426,1,0
426,2,0
426,3,0
426,4,0
426,5,0
426,6,0
426,7,8
426,8,16
426,9,26
426,10,67
426,11,95
426,12,72
426,13,56
426,14,48
426,15,82
426,16,67
426,17,162
426,18,87
426,19,185
426,20,80
426,21,132
426,22,268
426,23,282
426,24,265
426,25,244
427,1,0
427,2,0
427,3,0
427,4,0
427,5,0
427,6,0
427,7,157
427,8,117
427,9,55
427,10,30
427,11,66
427,12,58
427,13,163
427,14,322
427,15,437
427,16,670
427,17,814
427,18,2513
427,19,4676
427,20,7724
427,21,7951
427,22,6714
427,23,5404
427,24,5098
427,25,4758
428,1,0
428,2,0
428,3,0
428,4,0
428,5,0
428,6,0
428,7,0
428,8,0
428,9,1
428,10,12
428,11,12
428,12,24
428,13,15
428,14,36
428,15,11
428,16,24
428,17,53
428,18,49
428,19,80
428,20,141
428,21,187
428,22,208
428,23,363
428,24,429
428,25,577
429,1,0
429,2,0
429,3,0
429,4,0
429,5,0
429,6,0
429,7,0
429,8,0
429,9,0
429,10,0
429,11,0
429,12,0
429,13,0
429,14,0
429,15,0
429,16,0
429,17,0
429,18,0
429,19,0
429,20,0
429,21,0
429,22,0
429,23,0
429,24,0
429,25,7
430,1,0
430,2,0
430,3,0
430,4,0
430,5,0
430,6,0
430,7,0
430,8,3
430,9,0
430,10,5
430,11,3
430,12,43
430,13,3
430,14,29
430,15,31
430,16,43
430,17,61
430,18,149
430,19,110
430,20,234
430,21,499
430,22,628
430,23,525
430,24,545
430,25,653
431,1,0
431,2,0
431,3,0
431,4,0
431,5,0
431,6,0
431,7,1
431,8,0
431,9,7
431,10,50
431,11,5
431,12,8
431,13,15
431,14,9
431,15,40
431,16,41
431,17,56
431,18,71
431,19,130
431,20,107
431,21,156
431,22,180
431,23,199
431,24,180
431,25,142
432,1,0
432,2,0
432,3,0
432,4,0
432,5,0
432,6,0
432,7,0
432,8,0
432,9,0
432,10,0
432,11,0
432,12,0
432,13,0
432,14,0
432,15,0
432,16,4
432,17,0
432,18,0
432,19,0
432,20,0
432,21,0
432,22,2
432,23,1
432,24,1
432,25,0
433,1,0
433,2,0
433,3,0
433,4,0
433,5,0
433,6,0
433,7,0
433,8,0
433,9,18
433,10,26
433,11,20
433,12,7
433,13,9
433,14,10
433,15,20
433,16,5
433,17,32
433,18,44
433,19,108
433,20,158
433,21,286
433,22,315
433,23,554
433,24,656
433,25,358
434,1,0
434,2,0
434,3,0
434,4,0
434,5,0
434,6,0
434,7,3
434,8,0
434,9,10
434,10,12
434,11,11
434,12,30
434,13,4
434,14,14
434,15,40
434,16,11
434,17,40
434,18,239
434,19,198
434,20,176
434,21,202
434,22,299
434,23,292
434,24,174
434,25,132
435,1,0
435,2,0
435,3,0
435,4,0
435,5,0
435,6,0
435,7,0
435,8,1
435,9,0
435,10,0
435,11,2
435,12,0
435,13,1
435,14,-1
435,15,4
435,16,4
435,17,30
435,18,71
435,19,115
435,20,139
435,21,154
435,22,180
435,23,245
435,24,260
435,25,392
436,1,0
436,2,0
436,3,0
436,4,0
436,5,0
436,6,0
436,7,0
436,8,0
436,9,1
436,10,3
436,11,6
436,12,13
436,13,29
436,14,2
436,15,0
436,16,5
436,17,18
436,18,130
436,19,19
436,20,42
436,21,134
436,22,141
436,23,166
436,24,177
436,25,189
437,1,0
437,2,0
437,3,0
437,4,0
437,5,0
437,6,0
437,7,3
437,8,13
437,9,9
437,10,33
437,11,51
437,12,17
437,13,28
437,14,49
437,15,63
437,16,129
437,17,226
437,18,385
437,19,461
437,20,758
437,21,1125
437,22,1623
437,23,1462
437,24,1122
437,25,2116
438,1,0
438,2,0
438,3,0
438,4,0
438,5,0
438,6,0
438,7,0
438,8,0
438,9,0
438,10,0
438,11,0
438,12,0
438,13,4
438,14,4
438,15,0
438,16,0
438,17,4
438,18,9
438,19,0
438,20,1
438,21,1
438,22,1
438,23,7
438,24,0
438,25,0
439,1,0
439,2,0
439,3,0
439,4,0
439,5,0
439,6,0
439,7,0
439,8,18
439,9,1
439,10,1
439,11,6
439,12,5
439,13,70
439,14,97
439,15,46
439,16,32
439,17,65
439,18,70
439,19,89
439,20,121
439,21,142
439,22,150
439,23,181
439,24,266
439,25,310
440,1,0
440,2,0
440,3,0
440,4,0
440,5,0
440,6,0
440,7,0
440,8,0
440,9,0
440,10,0
440,11,0
440,12,0
440,13,0
440,14,0
440,15,1
440,16,0
440,17,2
440,18,7
440,19,1
440,20,1
440,21,1
440,22,4
440,23,6
440,24,7
440,25,29
441,1,0
441,2,0
441,3,0
441,4,0
441,5,0
441,6,0
441,7,0
441,8,0
441,9,0
441,10,2
441,11,1
441,12,4
441,13,30
441,14,11
441,15,5
441,16,7
441,17,40
441,18,35
441,19,61
441,20,54
441,21,44
441,22,62
441,23,98
441,24,89
441,25,177
442,1,0
442,2,0
442,3,0
442,4,0
442,5,0
442,6,0
442,7,0
442,8,0
442,9,0
442,10,0
442,11,0
442,12,1
442,13,0
442,14,2
442,15,0
442,16,0
442,17,0
442,18,0
442,19,5
442,20,14
442,21,38
442,22,57
442,23,11
442,24,6
442,25,16
443,1,0
443,2,0
443,3,0
443,4,0
443,5,0
443,6,0
443,7,0
443,8,0
443,9,0
443,10,0
443,11,0
443,12,0
443,13,1
443,14,0
443,15,3
443,16,0
443,17,0
443,18,1
443,19,3
443,20,5
443,21,2
443,22,2
443,23,2
443,24,3
443,25,23
444,1,0
444,2,0
444,3,0
444,4,0
444,5,0
444,6,0
444,7,0
444,8,0
444,9,0
444,10,0
444,11,0
444,12,0
444,13,0
444,14,0
444,15,2
444,16,0
444,17,0
444,18,2
444,19,1
444,20,0
444,21,0
444,22,0
444,23,1
444,24,1
444,25,0
445,1,0
445,2,0
445,3,0
445,4,0
445,5,0
445,6,0
445,7,0
445,8,0
445,9,0
445,10,0
445,11,0
445,12,0
445,13,2
445,14,1
445,15,0
445,16,0
445,17,0
445,18,5
445,19,8
445,20,5
445,21,2
445,22,10
445,23,5
445,24,6
445,25,30
446,1,0
446,2,0
446,3,0
446,4,0
446,5,0
446,6,0
446,7,0
446,8,0
446,9,0
446,10,0
446,11,0
446,12,0
446,13,0
446,14,1
446,15,0
446,16,2
446,17,0
446,18,13
446,19,2
446,20,7
446,21,25
446,22,19
446,23,12
446,24,25
446,25,19
447,1,0
447,2,0
447,3,0
447,4,0
447,5,0
447,6,0
447,7,0
447,8,0
447,9,0
447,10,0
447,11,0
447,12,0
447,13,0
447,14,0
447,15,0
447,16,0
447,17,12
447,18,2
447,19,11
447,20,14
447,21,0
447,22,1
447,23,1
447,24,8
447,25,11
448,1,0
448,2,0
448,3,0
448,4,0
448,5,0
448,6,0
448,7,28
448,8,28
448,9,37
448,10,38
448,11,45
448,12,75
448,13,122
448,14,224
448,15,252
448,16,298
448,17,873
448,18,1396
448,19,2243
448,20,2487
448,21,3734
448,22,4582
448,23,4496
448,24,4705
448,25,5645
449,1,0
449,2,0
449,3,0
449,4,0
449,5,0
449,6,0
449,7,79
449,8,28
449,9,14
449,10,34
449,11,7
449,12,52
449,13,101
449,14,163
449,15,246
449,16,275
449,17,299
449,18,451
449,19,560
449,20,1050
449,21,1511
449,22,1672
449,23,2372
449,24,1577
449,25,1193
450,1,0
450,2,0
450,3,0
450,4,0
450,5,0
450,6,0
450,7,0
450,8,0
450,9,0
450,10,0
450,11,0
450,12,2
450,13,43
450,14,1
450,15,1
450,16,2
450,17,9
450,18,5
450,19,8
450,20,2
450,21,20
450,22,15
450,23,6
450,24,5
450,25,1
451,1,0
451,2,0
451,3,0
451,4,0
451,5,0
451,6,0
451,7,1
451,8,0
451,9,14
451,10,25
451,11,22
451,12,34
451,13,44
451,14,12
451,15,34
451,16,29
451,17,42
451,18,62
451,19,180
451,20,245
451,21,268
451,22,427
451,23,324
451,24,242
451,25,313
452,1,0
452,2,0
452,3,0
452,4,0
452,5,0
452,6,0
452,7,18
452,8,6
452,9,29
452,10,80
452,11,57
452,12,27
452,13,74
452,14,50
452,15,96
452,16,60
452,17,88
452,18,112
452,19,78
452,20,411
452,21,594
452,22,956
452,23,1067
452,24,568
452,25,662
453,1,0
453,2,0
453,3,0
453,4,0
453,5,0
453,6,0
453,7,13
453,8,26
453,9,33
453,10,79
453,11,42
453,12,30
453,13,111
453,14,227
453,15,1067
453,16,2073
453,17,1981
453,18,2287
453,19,1551
453,20,1580
453,21,723
453,22,745
453,23,685
453,24,566
453,25,780
454,1,0
454,2,0
454,3,0
454,4,0
454,5,0
454,6,0
454,7,1
454,8,0
454,9,9
454,10,21
454,11,14
454,12,29
454,13,13
454,14,40
454,15,29
454,16,24
454,17,68
454,18,70
454,19,153
454,20,303
454,21,352
454,22,452
454,23,410
454,24,698
454,25,559
455,1,0
455,2,0
455,3,0
455,4,0
455,5,0
455,6,0
455,7,0
455,8,0
455,9,0
455,10,0
455,11,1
455,12,50
455,13,21
455,14,5
455,15,8
455,16,3
455,17,2
455,18,8
455,19,12
455,20,27
455,21,64
455,22,57
455,23,45
455,24,213
455,25,320
456,1,0
456,2,0
456,3,0
456,4,0
456,5,0
456,6,0
456,7,1
456,8,0
456,9,0
456,10,2
456,11,0
456,12,0
456,13,4
456,14,1
456,15,1
456,16,8
456,17,3
456,18,0
456,19,2
456,20,0
456,21,4
456,22,1
456,23,2
456,24,14
456,25,24
457,1,0
457,2,0
457,3,0
457,4,0
457,5,0
457,6,0
457,7,0
457,8,4
457,9,2
457,10,15
457,11,18
457,12,38
457,13,43
457,14,53
457,15,64
457,16,54
457,17,132
457,18,176
457,19,139
457,20,84
457,21,105
457,22,200
457,23,237
457,24,272
457,25,393
458,1,0
458,2,0
458,3,0
458,4,0
458,5,0
458,6,0
458,7,13
458,8,21
458,9,4
458,10,31
458,11,36
458,12,1
458,13,1
458,14,7
458,15,11
458,16,14
458,17,22
458,18,36
458,19,59
458,20,85
458,21,61
458,22,52
458,23,61
458,24,58
458,25,60
459,1,0
459,2,0
459,3,0
459,4,0
459,5,0
459,6,0
459,7,2
459,8,0
459,9,1
459,10,1
459,11,8
459,12,2
459,13,17
459,14,22
459,15,2
459,16,9
459,17,11
459,18,45
459,19,101
459,20,66
459,21,26
459,22,37
459,23,61
459,24,52
459,25,83
460,1,0
460,2,0
460,3,0
460,4,0
460,5,0
460,6,0
460,7,2
460,8,5
460,9,4
460,10,9
460,11,14
460,12,38
460,13,45
460,14,66
460,15,53
460,16,20
460,17,19
460,18,181
460,19,170
460,20,90
460,21,166
460,22,178
460,23,162
460,24,207
460,25,255
461,1,0
461,2,0
461,3,0
461,4,0
461,5,0
461,6,0
461,7,2
461,8,2
461,9,19
461,10,29
461,11,23
461,12,81
461,13,93
461,14,62
461,15,117
461,16,181
461,17,317
461,18,251
461,19,412
461,20,589
461,21,895
461,22,1690
461,23,2177
461,24,2068
461,25,1227
462,1,0
462,2,0
462,3,0
462,4,0
462,5,0
462,6,0
462,7,0
462,8,7
462,9,18
462,10,25
462,11,87
462,12,68
462,13,50
462,14,130
462,15,148
462,16,247
462,17,316
462,18,530
462,19,391
462,20,382
462,21,621
462,22,759
462,23,627
462,24,459
462,25,273
463,1,0
463,2,0
463,3,0
463,4,0
463,5,0
463,6,0
463,7,0
463,8,0
463,9,0
463,10,8
463,11,11
463,12,2
463,13,4
463,14,26
463,15,7
463,16,53
463,17,23
463,18,140
463,19,107
463,20,185
463,21,270
463,22,320
463,23,539
463,24,549
463,25,271
464,1,0
464,2,0
464,3,0
464,4,0
464,5,0
464,6,0
464,7,0
464,8,0
464,9,0
464,10,0
464,11,0
464,12,1
464,13,8
464,14,9
464,15,1
464,16,1
464,17,0
464,18,1
464,19,0
464,20,0
464,21,0
464,22,0
464,23,0
464,24,7
464,25,5
465,1,0
465,2,0
465,3,0
465,4,0
465,5,0
465,6,0
465,7,0
465,8,2
465,9,0
465,10,8
465,11,2
465,12,8
465,13,2
465,14,1
465,15,4
465,16,7
465,17,4
465,18,9
465,19,54
465,20,71
465,21,64
465,22,68
465,23,80
465,24,13
465,25,50
466,1,0
466,2,0
466,3,0
466,4,0
466,5,0
466,6,0
466,7,0
466,8,0
466,9,1
466,10,0
466,11,3
466,12,1
466,13,0
466,14,0
466,15,1
466,16,0
466,17,1
466,18,6
466,19,7
466,20,4
466,21,26
466,22,41
466,23,27
466,24,42
466,25,127
467,1,0
467,2,0
467,3,0
467,4,0
467,5,0
467,6,0
467,7,26
467,8,16
467,9,9
467,10,25
467,11,7
467,12,2
467,13,1
467,14,6
467,15,8
467,16,20
467,17,47
467,18,84
467,19,91
467,20,64
467,21,69
467,22,92
467,23,81
467,24,111
467,25,154
468,1,0
468,2,0
468,3,0
468,4,0
468,5,0
468,6,0
468,7,10
468,8,2
468,9,22
468,10,187
468,11,20
468,12,76
468,13,5
468,14,26
468,15,36
468,16,108
468,17,176
468,18,178
468,19,265
468,20,533
468,21,835
468,22,768
468,23,830
468,24,1020
468,25,1433
469,1,0
469,2,1
469,3,1
469,4,0
469,5,0
469,6,0
469,7,0
469,8,0
469,9,5
469,10,22
469,11,31
469,12,97
469,13,292
469,14,328
469,15,315
469,16,233
469,17,268
469,18,298
469,19,285
469,20,580
469,21,879
469,22,755
469,23,742
469,24,828
469,25,923
470,1,0
470,2,0
470,3,0
470,4,0
470,5,0
470,6,0
470,7,0
470,8,7
470,9,12
470,10,0
470,11,0
470,12,2
470,13,0
470,14,5
470,15,5
470,16,5
470,17,8
470,18,10
470,19,29
470,20,30
470,21,62
470,22,76
470,23,115
